Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15009008,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S13  ,53:40.0,58:59.0,06:15.0,18:38.0,3,PHONE
15009020,INFOPD,INFORMATION - POLICE,SPD ,      ,17:47.0,NULL,NULL,NULL,5,PHONE
15009070,INFOPD,INFORMATION - POLICE,SPD ,      ,33:21.0,NULL,NULL,NULL,9,PHONE
15009168,LOUDNO,LOUD NOISE,SPD ,3S23  ,56:34.0,59:40.0,03:49.0,05:19.0,4,PHONE
15009183,ILGLFR,ILLEGAL FIREWORKS,SPD ,      ,11:25.0,NULL,NULL,NULL,5,PHONE
15009192,SUISUB,SUICIDAL SUBJECT,SPD ,      ,25:25.0,27:02.0,34:03.0,NULL,3,W911 
15009211,ALMAUD,AUDIBLE ALARM,SPD ,3S23  ,35:46.0,09:12.0,10:40.0,14:28.0,3,PHONE
15009216,ALMPAN,ALARM PANIC,SPD ,3S13  ,42:38.0,44:31.0,10:00.0,10:32.0,3,PHONE
15009245,ALMAUD,AUDIBLE ALARM,SPD ,      ,14:13.0,NULL,NULL,NULL,3,PHONE
15009267,DRUGIN,DRUG INFO,SPD ,      ,36:24.0,NULL,NULL,NULL,4,PHONE
15009268,DSRDSU,DISORDERLY SUBJECT,SPD ,      ,41:49.0,NULL,NULL,NULL,3,PHONE
15009360,WRGWAY,WRONG WAY DRIVER,SPD ,1S12  ,22:08.0,31:14.0,NULL,31:22.0,3,W911 
15009407,TRFSTP,DWS,SPD ,1S21  ,18:30.0,18:30.0,18:30.0,31:55.0,4,SELF 
15009415,TRFSTP,UNLAWFUL VEHICLE ENTRY,SPD ,1S18  ,27:15.0,27:15.0,27:15.0,30:45.0,4,SELF 
15009430,PTRLCK,PATROL CHECK,SPD ,1S21  ,04:23.0,04:23.0,04:23.0,10:15.0,4,SELF 
15009494,ALMAUD,AUDIBLE ALARM,SPD ,      ,15:00.0,NULL,NULL,NULL,3,PHONE
15009499,TRFSTP,DWS,SPD ,2M2   ,24:35.0,24:35.0,24:35.0,39:09.0,6,SELF 
15009511,PRKVIO,PARKING VIOLATION,SPD ,      ,51:34.0,NULL,NULL,NULL,8,PHONE
15009527,HARAS ,HARASSMENT,SPD ,2S11  ,08:54.0,13:20.0,21:28.0,30:57.0,4,PHONE
15009624,TOWVEH,TOWED VEHICLE,SPD ,      ,53:49.0,NULL,NULL,NULL,9,PHONE
15009664,SUSPSU,SUSPICIOUS SUBJECT,SPD ,      ,29:28.0,NULL,NULL,NULL,9,PHONE
15009676,DOGAL ,DOG AT LARGE,SPD ,5C1   ,38:51.0,40:05.0,48:55.0,43:03.0,4,PHONE
15009700,FOLUP ,FOLLOW UP,SPD ,5C4   ,06:16.0,06:16.0,06:16.0,17:48.0,5,SELF 
15009722,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,37:58.0,37:58.0,37:58.0,40:20.0,5,SELF 
15009731,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,52:51.0,52:51.0,52:51.0,04:19.0,5,SELF 
15009807,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,4S73  ,47:55.0,53:57.0,04:28.0,24:41.0,4,PHONE
15009812,TRFSTP,DWS,SPD ,3S23  ,53:33.0,53:34.0,53:34.0,13:51.0,4,SELF 
15009836,PTRLCK,PATROL CHECK,SPD ,4S73  ,21:55.0,21:56.0,21:56.0,24:16.0,4,SELF 
15009885,TRFSTP,DWS,SPD ,3S22  ,24:21.0,24:21.0,24:21.0,43:06.0,4,SELF 
15009930,PTRLCK,PATROL CHECK,SPD ,3S10  ,15:35.0,15:35.0,15:35.0,27:55.0,4,SELF 
15009931,INFOPD,INFORMATION - POLICE,SPD ,      ,17:28.0,NULL,NULL,NULL,9,PHONE
15010033,PTRLCK,PATROL CHECK,SPD ,3S11  ,42:16.0,42:16.0,42:16.0,47:26.0,4,SELF 
15010035,OPNDOR,OPEN DOOR,SPD ,3S11  ,45:35.0,27:23.0,31:31.0,42:46.0,4,PHONE
15010080,LOUDNO,LOUD NOISE,SPD ,1S12  ,25:03.0,44:28.0,47:23.0,51:52.0,5,PHONE
15010100,WRGWAY,WRONG WAY DRIVER,SPD ,1S21  ,21:54.0,24:46.0,25:52.0,27:14.0,3,PHONE
15010124,TRFSTP,DWS,SPD ,1S22  ,48:52.0,48:52.0,48:52.0,09:44.0,4,SELF 
15010133,TRFSTP,DWS,SPD ,1S11  ,02:27.0,02:27.0,02:27.0,19:37.0,4,SELF 
15010134,SUSPVE,SUSPICIOUS VEHICLE,SPD ,1S21  ,04:03.0,10:11.0,15:30.0,22:39.0,3,W911 
15010138,PTRLCK,PATROL CHECK,SPD ,1S13  ,21:04.0,21:04.0,21:04.0,21:10.0,4,SELF 
15010140,TRFSTP,TRAFFIC STOP,SPD ,1S13  ,26:13.0,26:13.0,26:13.0,31:24.0,6,SELF 
15010171,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,22:27.0,22:27.0,22:27.0,32:57.0,6,SELF 
15000477,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,3S21  ,29:59.0,50:32.0,55:54.0,42:20.0,4,PHONE
15000486,TRFSTP,NO VALID DL,SPD ,3S13  ,36:23.0,36:23.0,36:23.0,52:45.0,6,SELF 
15000501,CHLDAB,CHILD ABUSE,SPD ,3S12  ,00:04.0,02:57.0,14:11.0,22:17.0,4,PHONE
15000503,CRMSCH,CRIMINAL MISCHIEF,SPD ,3S22  ,07:18.0,25:11.0,29:20.0,48:49.0,4,PHONE
15000525,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,44:53.0,44:53.0,44:53.0,48:36.0,6,SELF 
15000528,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,48:26.0,48:26.0,48:26.0,52:05.0,6,SELF 
15000534,TRFSTP,DWS,SPD ,3S13  ,51:53.0,51:53.0,51:53.0,00:03.0,4,SELF 
15000550,TRFSTP,TRAFFIC STOP,SPD ,4S73  ,05:23.0,05:23.0,05:23.0,10:46.0,6,SELF 
15000552,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,09:05.0,09:05.0,09:05.0,10:49.0,6,SELF 
15000566,TRSPS ,CRIMINAL TRESPASS,SPD ,      ,23:27.0,NULL,NULL,NULL,3,PHONE
15000569,TRFSTP,NO VALID DL,SPD ,3S10  ,27:28.0,27:28.0,27:28.0,48:14.0,6,SELF 
15000576,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,33:58.0,33:58.0,33:58.0,36:54.0,6,SELF 
15000579,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,38:38.0,38:38.0,38:38.0,42:38.0,6,SELF 
15000582,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,44:09.0,44:09.0,44:09.0,51:40.0,6,SELF 
15000585,THEFT ,THEFT,SPD ,3S11  ,52:44.0,01:25.0,11:32.0,48:11.0,4,PHONE
15000590,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,56:59.0,56:59.0,56:59.0,04:52.0,6,SELF 
15000599,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,      ,03:37.0,NULL,NULL,NULL,4,PHONE
15000608,TRFSTP,TRAFFIC STOP,SPD ,4S73  ,27:53.0,27:54.0,27:54.0,30:03.0,6,SELF 
15000609,THFTVE,THEFT FROM VEHICLE,SPD ,SP687 ,28:43.0,33:18.0,33:18.0,34:15.0,4,PHONE
15000611,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,41:30.0,41:30.0,41:30.0,43:36.0,6,SELF 
15000615,TRFSTP,INFORMATION- BOTH PD AND FD,SPD ,4S73  ,45:17.0,45:18.0,45:18.0,54:21.0,6,SELF 
15000621,DSPUT ,DISPUTE,SPD ,3S10  ,51:44.0,55:48.0,01:12.0,12:40.0,3,PHONE
15000639,TRFSTP,TRAFFIC STOP,SPD ,4S73  ,08:11.0,08:11.0,08:11.0,15:50.0,6,SELF 
15000640,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,09:04.0,09:04.0,09:04.0,12:01.0,6,SELF 
15000651,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,25:32.0,25:32.0,25:32.0,39:18.0,6,SELF 
15000655,CRMSCH,CRIMINAL MISCHIEF,SPD ,3S23  ,27:32.0,35:35.0,49:49.0,28:16.0,4,PHONE
15000658,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,37:28.0,37:28.0,37:28.0,46:18.0,6,SELF 
15000663,TRFSTP,TRAFFIC STOP,SPD ,4S73  ,41:03.0,41:03.0,41:03.0,47:01.0,6,SELF 
15000685,INFO  ,INFORMATION- BOTH PD AND FD,SPD ,3D1   ,30:17.0,30:17.0,30:17.0,45:37.0,5,SELF 
15000690,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,34:46.0,34:46.0,34:46.0,36:25.0,6,SELF 
15000691,UNKNPR,UNKNOWN PROBLEM,SPD ,3S11  ,35:57.0,43:36.0,46:44.0,06:44.0,3,E911 
15000716,WEAPOF,INFORMATION - POLICE,SPD ,2S12  ,10:52.0,29:25.0,NULL,50:35.0,5,PHONE
15000737,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,58:39.0,58:39.0,58:39.0,01:37.0,6,SELF 
15000744,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,15:06.0,15:06.0,15:06.0,19:43.0,6,SELF 
15000747,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,17:36.0,17:36.0,17:36.0,21:15.0,6,SELF 
15000749,TRFSTP,WARRANT SERVICE,SPD ,1S11  ,18:43.0,18:43.0,18:43.0,07:53.0,4,SELF 
15000752,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,24:39.0,24:39.0,24:39.0,29:45.0,6,SELF 
15000756,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,26:05.0,26:05.0,26:05.0,29:43.0,6,SELF 
15000760,TRFSTP,NO VALID DL,SPD ,1S21  ,39:32.0,39:32.0,39:32.0,03:22.0,6,SELF 
15000762,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,44:43.0,44:43.0,44:43.0,48:15.0,6,SELF 
15000764,TRFSTP,NO VALID DL,SPD ,1S13  ,48:48.0,48:48.0,48:48.0,04:39.0,6,SELF 
15000768,HARAS ,HARASSMENT,SPD ,1S12  ,56:02.0,07:18.0,10:13.0,51:53.0,5,PHONE
15000777,TRFSTP,WARRANT SERVICE,SPD ,1S23  ,01:25.0,01:26.0,01:26.0,02:27.0,4,SELF 
15000780,ALMAUD,AUDIBLE ALARM,SPD ,1S21  ,04:56.0,29:34.0,32:49.0,38:25.0,3,PHONE
15000786,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,22:38.0,22:38.0,22:38.0,26:12.0,6,SELF 
15000794,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,45:10.0,45:11.0,45:11.0,48:14.0,6,SELF 
15000797,SUSPSU,DETOXIFICATION,SPD ,1S13  ,47:42.0,50:40.0,53:15.0,54:07.0,3,PHONE
15000802,ATLDRK,DUII,SPD ,3D1   ,52:36.0,53:37.0,56:45.0,35:10.0,4,PHONE
15000814,SPEDVE,SPEEDING VEHICLE,SPD ,1S23  ,22:53.0,22:53.0,22:53.0,45:51.0,4,SELF 
15000821,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,41:55.0,41:56.0,41:56.0,47:17.0,6,SELF 
15000826,TRFSTP,TRAFFIC STOP,SPD ,1S23  ,47:11.0,47:11.0,47:11.0,53:31.0,6,SELF 
15000032,DSPUT ,DISPUTE,SPD ,1S21  ,19:16.0,20:02.0,24:11.0,39:18.0,3,E911 
15000036,PTRLCK,PATROL CHECK,SPD ,1S20  ,25:22.0,25:22.0,25:22.0,26:28.0,4,SELF 
15000113,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,52:06.0,52:07.0,52:07.0,54:15.0,6,SELF 
15000124,SUISUB,SUICIDAL SUBJECT,SPD ,3S12  ,13:38.0,17:47.0,24:15.0,05:38.0,3,PHONE
15000156,TRFSTP,TRAFFIC STOP,SPD ,3D2   ,01:27.0,01:27.0,01:27.0,04:07.0,6,SELF 
15000204,DSPUT ,DISPUTE,SPD ,1S12  ,40:41.0,44:21.0,48:40.0,53:46.0,3,W911 
15000228,DSRDSU,DISORDERLY SUBJECT,SPD ,1S11  ,15:46.0,21:48.0,24:53.0,29:08.0,3,PHONE
15000529,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,49:02.0,49:03.0,49:03.0,51:11.0,6,SELF 
15000547,SUISUB,SUICIDAL SUBJECT,SPD ,3S13  ,03:20.0,05:32.0,13:52.0,25:44.0,3,PHONE
15000554,DSPUT ,DISPUTE,SPD ,3S23  ,11:28.0,18:40.0,20:17.0,35:43.0,3,W911 
15000602,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,09:42.0,09:42.0,09:42.0,11:20.0,6,SELF 
15000742,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S22  ,09:54.0,12:47.0,13:09.0,20:32.0,3,W911 
15000782,DSPUT ,DISPUTE,SPD ,1S13  ,10:30.0,12:13.0,16:30.0,29:04.0,3,W911 
15000807,PERSTP,PERSON STOP,SPD ,1S22  ,11:17.0,11:17.0,11:17.0,13:28.0,6,SELF 
15000849,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,1S22  ,31:06.0,35:23.0,35:23.0,01:44.0,3,PHONE
15000887,PRKVIO,PARKING VIOLATION,SPD ,5C4   ,38:07.0,06:26.0,19:10.0,25:49.0,8,PHONE
15001018,TRFSTP,TRAFFIC STOP,SPD ,2S12  ,40:50.0,40:50.0,40:50.0,42:12.0,6,SELF 
15001054,ARMDSU,ARMED SUBJECT,SPD ,2S21  ,37:19.0,38:30.0,41:26.0,46:49.0,2,PHONE
15001057,NUSVEH,ABANDONED VEHICLE,SPD ,5C4   ,39:01.0,42:16.0,51:21.0,59:09.0,5,PHONE
15001139,SUISUB,SUICIDAL SUBJECT,SPD ,2S11  ,34:58.0,38:35.0,46:58.0,03:26.0,3,W911 
15001282,TRFSTP,NO VALID DL,SPD ,3S21  ,59:47.0,59:47.0,59:47.0,10:34.0,6,SELF 
15001333,TRSPS ,CRIMINAL TRESPASS,SPD ,3S12  ,56:11.0,36:08.0,47:56.0,50:55.0,3,PHONE
15001353,TRFSTP,PERSON STOP,SPD ,3S23  ,21:59.0,21:59.0,21:59.0,40:45.0,6,SELF 
15001398,TRFSTP,DWS,SPD ,3S13  ,15:44.0,15:45.0,15:45.0,28:37.0,6,SELF 
15001606,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,36:36.0,36:36.0,36:36.0,39:36.0,6,SELF 
15001649,DISVEH,DISABLED VEHICLE,SPD ,1S21  ,36:03.0,36:03.0,36:03.0,40:19.0,4,SELF 
15001665,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,11:38.0,11:38.0,11:38.0,31:36.0,6,SELF 
15001786,REKDRI,RECKLESS DRIVING,SPD ,2S21  ,01:13.0,03:32.0,04:53.0,09:45.0,3,W911 
15001879,STAB  ,POLICE OFFICER HOLD,SPD ,2S22  ,18:49.0,19:19.0,20:05.0,12:45.0,4,PHONE
15001924,THEFT ,THEFT,SPD ,2S12  ,12:45.0,15:43.0,23:10.0,41:50.0,4,PHONE
15001994,TRSPS ,CRIMINAL TRESPASS,SPD ,2S10  ,40:36.0,06:20.0,10:30.0,15:41.0,4,PHONE
15002017,HARAS ,HARASSMENT,SPD ,2S22  ,07:54.0,12:04.0,14:37.0,29:11.0,4,PHONE
15002027,DSPUT ,POLICE OFFICER HOLD,SPD ,2S11  ,27:46.0,30:05.0,32:47.0,16:32.0,4,W911 
15002123,PERSTP,PERSON STOP,SPD ,3S22  ,11:59.0,11:59.0,11:59.0,22:21.0,6,SELF 
15002141,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S23  ,35:23.0,35:23.0,40:19.0,43:02.0,3,W911 
15002159,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S23  ,45:40.0,50:22.0,58:30.0,09:35.0,3,W911 
15002250,DSPUT ,DISPUTE,SPD ,3S13  ,05:08.0,06:58.0,11:09.0,31:30.0,3,PHONE
15002268,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S22  ,29:16.0,33:20.0,35:41.0,45:46.0,3,E911 
15002389,TRFHAZ,TRAFFIC HAZARD,SPD ,1S11  ,08:25.0,18:23.0,18:23.0,24:39.0,5,PHONE
15002410,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,29:30.0,29:31.0,29:31.0,35:14.0,6,SELF 
15002455,DSPUT ,DISPUTE,SPD ,1S21  ,26:53.0,34:29.0,40:21.0,01:33.0,3,W911 
15002485,DSPUT ,DISPUTE,SPD ,1S12  ,33:37.0,35:57.0,39:59.0,52:41.0,3,E911 
15002522,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,1S19  ,59:54.0,04:50.0,05:54.0,20:13.0,3,PHONE
15002534,DSPUT ,DISPUTE,SPD ,1S12  ,53:59.0,55:53.0,00:32.0,07:51.0,3,W911 
15002548,SUSPCO,DRUG INFO,SPD ,2S11  ,32:01.0,05:55.0,15:40.0,33:03.0,5,PHONE
15002869,DSRDSU,DETOXIFICATION,SPD ,3S21  ,49:46.0,52:01.0,56:15.0,31:37.0,3,W911 
15002937,CHKWLF,CHECK WELFARE,SPD ,3S21  ,27:33.0,51:07.0,54:57.0,18:52.0,4,PHONE
15002992,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,23:42.0,23:42.0,23:42.0,26:47.0,6,SELF 
15002996,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,32:19.0,32:19.0,32:19.0,37:11.0,6,SELF 
15003027,PERSTP,PERSON STOP,SPD ,3S11  ,47:46.0,47:46.0,47:46.0,20:32.0,6,SELF 
15003044,DSPUT ,DISPUTE,SPD ,1S17  ,46:36.0,53:27.0,56:06.0,24:57.0,3,E911 
15010190,RNWYCL,RUNAWAY CLEARED,SPD ,      ,30:41.0,NULL,NULL,NULL,5,PHONE
15010332,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,03:13.0,03:14.0,03:14.0,13:33.0,5,SELF 
15010355,FOLUP ,FOLLOW UP,SPD ,5C4   ,34:18.0,34:18.0,34:18.0,43:28.0,5,SELF 
15010428,OPNDOR,OPEN DOOR,SPD ,3S12  ,32:30.0,34:40.0,37:51.0,42:56.0,4,PHONE
15010478,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,      ,33:33.0,NULL,NULL,NULL,8,PHONE
15010517,INCALL,INCOMPLETE CALL,SPD ,      ,25:14.0,NULL,NULL,NULL,3,E911 
15010531,SUSPSU,SUSPICIOUS SUBJECT,SPD ,      ,43:44.0,NULL,NULL,NULL,4,PHONE
15010549,FRAUD ,FRAUD,SPD ,      ,07:25.0,NULL,NULL,NULL,9,PHONE
15010574,SUSPVE,SUSPICIOUS VEHICLE,SPD ,5C2   ,39:11.0,18:14.0,NULL,37:30.0,8,PHONE
15010594,INCALL,INCOMPLETE CALL,SPD ,      ,03:02.0,NULL,NULL,NULL,3,E911 
15010602,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S13  ,15:50.0,17:50.0,37:41.0,43:33.0,3,PHONE
15010651,INTXSU,INTOXICATED SUBJECT,SPD ,      ,15:02.0,NULL,NULL,NULL,3,PHONE
15010652,DSRDJU,DISORDERLY JUVENILES,SPD ,3S22  ,15:18.0,26:15.0,34:12.0,46:06.0,4,PHONE
15010671,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S11  ,44:26.0,56:41.0,02:46.0,05:30.0,3,PHONE
15010682,DSPUT ,DISPUTE,SPD ,      ,03:45.0,NULL,NULL,NULL,3,W911 
15010720,ALMAUD,AUDIBLE ALARM,SPD ,3S13  ,57:20.0,30:54.0,35:13.0,44:38.0,3,PHONE
15010748,TRFSTP,NO VALID DL,SPD ,3S12  ,00:11.0,00:11.0,00:11.0,13:36.0,6,SELF 
15010765,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S21  ,33:31.0,38:15.0,NULL,43:14.0,3,PHONE
15010793,LOUDNO,LOUD NOISE,SPD ,      ,31:37.0,NULL,NULL,NULL,4,PHONE
15010805,TRFSTP,PERSON STOP,SPD ,3S12  ,46:24.0,46:24.0,46:24.0,48:38.0,6,SELF 
15010829,PTRLCK,PATROL CHECK,SPD ,1S11  ,32:11.0,47:33.0,47:49.0,55:50.0,4,PHONE
15010899,ALMAUD,AUDIBLE ALARM,SPD ,1S11  ,28:04.0,29:58.0,34:37.0,00:48.0,3,PHONE
15010903,TRFSTP,NO VALID DL,SPD ,1S21  ,58:03.0,58:04.0,58:04.0,17:19.0,6,SELF 
15010917,TRFSTP,DWS,SPD ,1S12  ,01:00.0,01:03.0,01:03.0,13:46.0,4,SELF 
15010937,THFTVE,THEFT FROM VEHICLE,SPD ,      ,44:57.0,57:15.0,15:46.0,NULL,4,PHONE
15011045,INCALL,INCOMPLETE CALL,SPD ,      ,50:33.0,NULL,NULL,NULL,3,E911 
15011109,SUSPSU,SUSPICIOUS SUBJECT,SPD ,      ,38:06.0,34:10.0,NULL,NULL,4,PHONE
15011115,WARSER,WARRANT SERVICE,SPD ,SP600 ,42:00.0,42:00.0,42:00.0,27:58.0,4,SELF 
15011120,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,46:28.0,46:31.0,46:31.0,52:53.0, ,SELF 
15011232,TRFSTP,DWS,SPD ,2S11  ,59:13.0,59:13.0,59:13.0,08:39.0,4,SELF 
15011243,FNDANI,FOUND ANIMAL,SPD ,5C1   ,10:01.0,12:18.0,31:04.0,31:08.0,8,PHONE
15011264,REKDRI,RECKLESS DRIVING,SPD ,      ,27:38.0,NULL,NULL,NULL,9,PHONE
15011414,ILGLCA,ILLEGAL CAMPING,SPD ,3S21  ,56:55.0,12:51.0,15:27.0,33:39.0,5,PHONE
15011463,INFO  ,INFORMATION- BOTH PD AND FD,SPD ,4S73  ,42:57.0,42:57.0,42:57.0,44:08.0,5,SELF 
15011467,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S22  ,52:01.0,57:23.0,05:29.0,11:01.0,3,PHONE
15011527,FNDPRO,FOUND PROPERTY,SPD ,5C2   ,58:50.0,58:51.0,58:51.0,29:12.0,5,SELF 
15011529,MVANO ,MOTOR VEH ACC NO INJURY,SPD ,      ,02:04.0,NULL,NULL,NULL,9,PHONE
15011566,RCOVEH,RECOVERED STOLEN VEHICLE,SPD ,      ,51:09.0,NULL,NULL,NULL,9,PHONE
15011599,HR    ,HIT AND RUN,SPD ,3S12  ,35:18.0,43:57.0,46:46.0,05:22.0,3,PHONE
15011602,INCALL,INCOMPLETE CALL,SPD ,      ,39:48.0,NULL,NULL,NULL,3,W911 
15011609,HARAS ,HARASSMENT,SPD ,3S11  ,48:26.0,13:29.0,17:09.0,46:29.0,4,PHONE
15011610,ANICRU,ANIMAL CRUELTY,SPD ,5C2   ,51:47.0,08:19.0,NULL,33:10.0,3,W911 
15011637,DSPUT ,DISPUTE,SPD ,      ,37:04.0,NULL,NULL,NULL,3,E911 
15011666,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,      ,36:30.0,NULL,NULL,NULL,3,PHONE
15011704,BTINFO,BEAT INFORMATION,SPD ,1S23  ,44:44.0,58:46.0,01:19.0,02:49.0,5,PHONE
15011769,PTRLCK,PATROL CHECK,SPD ,1S22  ,59:34.0,59:34.0,59:34.0,02:55.0,4,SELF 
15011983,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,04:30.0,04:31.0,04:31.0,11:19.0, ,SELF 
15011987,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,11:34.0,11:34.0,11:34.0,18:52.0, ,SELF 
15011992,DSPUT ,DISPUTE,SPD ,      ,15:46.0,NULL,NULL,NULL,3,E911 
15012005,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,27:17.0,27:18.0,27:18.0,31:33.0,5,SELF 
15012022,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,45:55.0,45:55.0,45:55.0,59:23.0, ,SELF 
15012094,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,24:16.0,24:16.0,24:16.0,30:23.0, ,SELF 
15012135,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,2S11  ,03:35.0,07:38.0,16:28.0,38:50.0,4,PHONE
15012252,      ,,SPD ,      ,55:23.0,NULL,NULL,NULL, ,PHONE
15000004,ASSTSO,ASSIST SHERIFFS OFFICE,SPD ,1S12  ,01:26.0,01:27.0,01:27.0,11:03.0,3,SELF 
15000013,OD    ,OVERDOSE,SPD ,      ,04:42.0,NULL,NULL,NULL,3,PHONE
15000077,TRFSTP,DISABLED VEHICLE,SPD ,4S73  ,17:54.0,17:55.0,17:55.0,27:23.0,4,SELF 
15000088,ASLTIN,ASSAULT WITH INJURY,SPD ,1S22  ,24:55.0,25:19.0,29:25.0,36:58.0,3,PHONE
15000129,ASTPUB,ASSIST PUBLIC- POLICE,SPD ,1S20  ,18:44.0,25:05.0,41:05.0,56:31.0,4,PHONE
15000174,DSPUT ,DISPUTE,SPD ,      ,31:16.0,NULL,NULL,NULL,3,PHONE
15000179,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,1S22  ,38:53.0,40:21.0,44:20.0,49:46.0,3,PHONE
15000191,CHKWLF,CHECK WELFARE,SPD ,1S22  ,07:43.0,30:19.0,37:54.0,55:54.0,3,PHONE
15000195,ALMAUD,AUDIBLE ALARM,SPD ,      ,18:17.0,NULL,NULL,NULL,3,PHONE
15000210,PERSTP,PERSON STOP,SPD ,3S13  ,07:23.0,07:24.0,07:24.0,13:05.0,6,SELF 
15000232,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S22  ,16:36.0,26:10.0,26:14.0,34:49.0,3,PHONE
15000249,PERSTP,FOUND ANIMAL,SPD ,2S22  ,40:20.0,40:20.0,40:20.0,33:50.0,5,SELF 
15000271,TRAN  ,TRANSPORT,SPD ,2S11  ,51:11.0,08:30.0,08:30.0,31:35.0,5,PHONE
15000306,CARDAR,CARDIAC ARREST,SPD ,2S22  ,27:58.0,30:35.0,35:29.0,10:35.0,3,E911 
15000308,TRFHAZ,TRAFFIC HAZARD,SPD ,5C4   ,30:26.0,34:17.0,NULL,41:25.0,3,E911 
15000338,CHKWLF,CHECK WELFARE,SPD ,2S11  ,32:22.0,00:45.0,NULL,09:36.0,3,W911 
15000346,INTXSU,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,2S21  ,46:11.0,49:13.0,50:38.0,00:28.0,3,E911 
15000355,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,2S21  ,57:36.0,02:03.0,04:46.0,06:49.0,3,PHONE
15000387,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,44:33.0,NULL,NULL,NULL,9,PHONE
15000434,ANICMP,ANIMAL COMPLAINT,SPD ,      ,08:20.0,NULL,NULL,NULL,5,PHONE
15000466,TRSPS ,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S23  ,06:17.0,10:27.0,14:00.0,27:02.0,3,PHONE
15000475,TRFHAZ,TRAFFIC HAZARD,SPD ,3S23  ,29:02.0,36:50.0,NULL,46:39.0,3,PHONE
15000565,SHTFIR,SHOTS FIRED,SPD ,3S12  ,21:38.0,22:52.0,28:38.0,32:27.0,3,E911 
15000577,ASTOUT,ASSIST OUTSIDE AGENCY,SPD ,3S12  ,35:05.0,35:05.0,41:52.0,52:17.0,4,PHONE
